company_id,speciality
304182,Temperature Controls
304182,HVAC Controls
2614691,Architectural Design
2614691,Planning & Urban Design
2614691,Sustainable Design
1646,Education
1646,Research
1646,Business
1646,Medicine
1646,Law
1646,Engineering
1646,Design
1646,Science
1646,Arts and Humanities
163138,Credit Insurance
163138,Unpaid invoices
163138,Credit risks
163138,credit-insurance
163138,Protect your receivables
163138,Trade receivables management
163138,Debt collection
163138,Bonding
163138,Factoring
163138,Economic Research
163138,Information
163138,Trade Credit Insurance
17138,Internet
17138,Wireless
17138,Telephone
17138,High Speed
17138,Video
17138,Television
166587,Cancer Care
166587,Heart and Vascular Care
166587,Solid Organ Transplant
10559,Manufacturer of contact lenses
7507,Luxury goods
7507,jewels
7507,watches
7507,accessories
7507,leather goods
7507,perfumes
7507,gifts
7684,portfolio management
7684,trading
7684,private equity
7684,fund of funds and hedge fund administration
7684,institutional outsourcing
7684,financial services software
7684,ASP
7684,BPO
7684,License
11506594,Environmental
11506594,"Engineering, Planning & Design"
11506594,"Material Engineering, Consulting & Testing"
11506594,Infrastructure
11506594,Geotechnical Engineering
11506594,Program Management
2569441,Supply Chain Strategy
2569441,Supply Management
2569441,Manufacturability
2569441,Material Localization
3180238,healthcare
3180238,hospitals
3180238,commercial & Medicaid HMO
3180238,primary care physician network
3180238,ambulatory surgery centers
3180238,imaging centers
3180238,freestanding dialysis centers
3180238,freestanding cancer centers
3180238,assisted living
3180238,home health care & hospice
3180238,retail pharmacy
86813252,Digital Transformation
2081025,Electrical Distribution
2081025,Energy Audits
2081025,Alternative Energy Solutions and Services
2081025,Lighting Retrofits
2081025,electrical supplies
10127950,Financial Planning
10127950,Financial Advisement
10127950,Asset Management
10127950,Personal Wealth Management
10127950,Tax Planning
10127950,Retirement Planning
10127950,Risk Management
10127950,Estate Planning
10127950,Legacy Planning
10127950,Investment Management
10127950,Employee Retirement Planning
10127950,Executive Planning
10127950,Family Office
765008,Financial planning
765008,Budget planning & forecasting
765008,Sales performance management
765008,FP&A
765008,Headcount planning
765008,Workforce planning
765008,ESG
765008,Corporate Performance Management 
765008,Integrated business planning
765008,Decision-making
765008,S&OP
765008,Supply chain planning
721189,Neonatology
721189,Fetal Medicine
721189,Cardiology
721189,Heart Surgery
721189,Gastroenterology
721189,Orthopaedics
721189,Rheumatology
721189,Oncology
721189,Rehab
721189,Trauma / ED
721189,Critical Care
721189,ENT
721189,Neurology
721189,Radiology
721189,Endocrinology
721189,Sleep Studies
721189,Pulmonary Medicine
721189,Developmental Pediatrics
721189,Opthalmology
721189,Dialysis
721189,pediatrics
721189,pediatric hospital
721189,hospital
721189,medicine
96691,Application Development
96691,E-Commerce
96691,IT Consulting
96691,IT Staffing
96691,Mobility Solutions
96691,Web Development 
96691,Quality Assurance Services 
96691,Shopify Apps
96691,Magento Extensions
96691,WordPress Development
27139071,exotics
27139071,routine care
27139071,emergency
27139071,dentistry
27139071,ultrasound
27139071,digital radiography
27139071,dental radiography
27139071,acupuncture
27139071,alternative medicine
27139071,urgent care
107699,Ingredients
107699,Foodservice Distribution
107699,Specialty Food
163864,Athletic footwear
163864,Apparel and equipment
3738912,Home Décor
3738912,Retail
3738912,Shopping
3738912,Home Furnishings
3738912,Housewares
3738912,Textiles
3738912,Home Décor Accents
3738912,Home Décor Superstore
3738912,Home Organization
3738912,Wall Décor
3738912,Furniture
3738912,Accent Furniture
3738912,Pillows
3738912,Rugs
3738912,Patio Furniture
3738912,Holiday Décor
128505,telemedicine
128505,physician cross-coverage
128505,online doctor consultation
128505,electronic medical records
128505,interactive health tools
128505,telehealth
128505,healthcare
128505,employee benefits
128505,HR benefits
128505,healthcare benefits
128505,24/7 access to a board certified doctor
128505,Mental Health
128505,Primary Care
128505,Chronic Care
128505,Virtual Care
11683433,information
11683433,software and cybersecurity
11683433,communications and networking
11683433,advanced consulting and engineering
11683433,wireless and mobility
33711,Environmental Planning
33711,Cultural Resources
33711,Natural Resources
33711,Environmental Compliance
33711,Air Quality
33711,Water Resources
33711,Environmental Permitting
33711,Landscape Architecture
33711,Ecological Restoration
33711,Construction Services
33711,GIS
33711,NRDA
33711,Climate Resilience
33711,Wildfire Protection Planning
33711,Engineering
33711,Data Acquisition
33711,Soil and Site Remediation
33711,Tribal and Ethnographic Consultation
33711,Stakeholder Engagement and Strategic Communications
163071,Municipality
163071,Public Safety
163071,Human Resources
163071,Public Works
163071,Court Administration
163071,"Parks, Recreation, & Open Spaces"
163071,Library & Cultural Services
163071,Finance
163071,Public Defender
163071,Water
163071,City Attorney
163071,Communications & Marketing
163071,Information Technology
163071,Planning & Development
163161,Metals
163161,Recycling
163161,Fabrication
163161,Distribution
64538444,Pain Management
64538444,Pain
64538444,Chronic Pain
10298482,Software Testing
10298482,Robotic Process Automation
10298482,Staffing
10298482,SAP
107021,Contractual Staffing
107021,Customized Software Solutions
107021,ERP / CRM Implementation
107021,Training & Placement
107021,Permanent Staffing
4296,A leading provider of satellite television
4296,DVR
4296,Provides the most HD and international programming in the U.S.
4296,Satellite Broadband Service
4296,IoT
4296,Wireless
4296,tv
4296,technology
4296,connectivity
4296,communication
4296,television
816968,PERS (Medical Alarm) Monitoring & mPERS (GPS)
816968,Security Alarm Monitoring
816968,Fire Alarm Monitoring
816968,Answering Services
816968,2 Way voice Monitoring
816968,Video Monitoring
816968,Cellular Monitoring
816968,IP Monitoring
816968,IoT
11246635,recruiting
11246635,candidate sourcing
11246635,direct placement
1393718,Retained Search
1393718,Executive Search
1393718,Interim Search
1393718,Recruitment
1393718,Direct Hire Search
1393718,Commercial Real Estate
1393718,Real Estate Recruiting
1393718,Acquisitions
1393718,Asset Management
1393718,Property Management
1393718,Construction
1393718,Development
1393718,Finance
1393718,Financial Analysis
1393718,Leasing
1393718,portfolio management
1393718,homebuilding
1393718,multi-family
1393718,residential
1393718,land development
1393718,multifamily
1393718,industrial
1393718,retail
124759,Public Charter School
124759,Education
124759,Data Driven Instruction
124759,Professional Development
124759,Non Profit Organization
124759,School
7542,insurance
7542,employee benefits
7542,retirement plans
7542,surety
7542,commercial insurance
7542,property/casualty insurance
7542,executive risks
7542,health risk management
7542,insurance broker
7542,benefits broker
7542,insurance brokerage
7542,marine insurance
7542,aviation insurance
7542,reinsurance
36749,Retail
36749,fashion
36749,apparel
36749,intimates
36749,plus size
36749,e-commerce
165602,IT Staff Augmentation
165602,Application Management Services
165602,Enterprise Project Solutions
165602,Mobile Development
165602,Mobile Test Automation
165602,Product and Engineering Services
165602,Enterprise Mobility
165602,Test Automation
165602,QA - Manual and Automated Testing
165602,QA Strategy
165602,cloud strategy design
165602,business intelligence
165602,application transformation
165602,Channel sales and development
165602,software testing
165602,digital transformation
165602,Data Analytics
165602,staffing
165602,employment
2260243,Internet Apartment Search
3009879,Staff Augmentation
3009879,Human Resources
3009879,Database Services
3009879,Offshore Services
3009879,Production Support
3009879,Testing and Quality Assurance
3009879,Product Engineering
3009879,Big Data
3009879,CRM Services
3009879,Staffing
3009879,IT Services
3009879,IT Staffing
3009879,Recruitment
2447993,Healthcare
2447993,Travel Nursing
2447993,Engineering
2447993,Architecture
2447993,Skilled Trades
2447993,Manufacturing
2447993,Construction
2447993,Professional Services
2447993,Energy
2447993,Scientific
2447993,Government
2447993,Technology
2447993,Information Technology
2447993,Application Development
162301,Industrial Maintenance
162301,Industrial Technology
162301,Industrial Parts
162301,Maintenance Technicians
162301,MRO
162301,Parts Repair
162301,Storeroom Management
162301,Technical Training
162301,IIoT
162301,Internet of Things
162301,Industry 4.0
162301,Machine Health Monitoring
162301,Proactive Maintenance
162301,Predictive Maintenance
162301,Preventive Maintenance
162301,Condition-Based Maintenance
162301,Manufacturing Services
162301,Condition Monitoring
162301,Prescriptive Maintenance
162301,Manufacturing Analytics
162301,Smart Manufacturing
162301,Industrial Reliability
3719923,prescription drug disposal
3719923,environmentally safe drug disposal
3719923,safe drug disposal
3719923,prescription drug misuse prevention
3719923,medication disposal
3175,Efficiency
3175,Engineering 
3175,Compressed Air
3175,Vacuum Pumps
3175,Flow Control Technology
3175,Energy
3175,Medical
3175,Blowers
3175,sustainability
3175,Industrial technologies
3175,Power Tools
3175,Utility Vehicles 
945178,Headphones
945178,Microphones
945178,Gaming Headsets
945178,Integrated Systems
945178,Professional Audio
163617,Recruitment
163617,Manufacturing
163617,Professional
163617,Logistics
163617,Distribution
163617,Drivers
163617,Energy
163617,Financial
163617,Medical
163617,Accounting
163617,Staffing
163617,Hiring
718526,PBM
718526,Prescription Drug Analytics
718526,Pharmacy Benefits
718526,Plan Integrity
718526,Pharmacy Claim Analytics
718526,Healthcare Benefits
718526,Pharmaceutical Benefits Management
718526,Health Plans
718526,Copay Assistance Programs
718526,Real-time Benefit Check
718526,Patient Relationship Engagement
718526,Patient Access
35452956,Home Insurance
35452956,Auto Insurance
35452956,Umbrella
35452956,Life
35452956,Mortgage
13948,browser
13948,internet
13948,software
13948,mobile
13948,web apps
13948,OS
13948,identity
13948,android
13948,data science
13948,open source
18915,Residential Home Construction
18915,Real Estate
1247220,Technology Staffing Solutions
1247220,eGovernment Solutions
1247220,Staff Augmentation
1247220,Professional Services
1247220,Mobile Solutions
1247220,Database Management
1247220,SOW
1247220,Data Analytics
1247220,MSP
1247220,Business Intelligence
1247220,Payrolling
1247220,Human Resources
1247220,Contingent Labor
1247220,Consulting
1247220,Cloud-Based Technologies
1247220,Database Administration
1247220,Application Maintenance and Re-engineering
1247220,Software Development
1247220,Web Portal Services
1247220,Managed Solutions
1247220,data management
1247220,data visualization
1247220,Insights
1247220,Modeling
166209,Community-based
166209,not-for-profit health care
166209,Health
22503,nonprofit
22503,volunteering
22503,corporate social responsibility
22503,cause-related marketing
22503,social good
22503,employee volunteering
22503,campus community involvement
22503,social enterprise
101726330,patio doors
101726330,entry doors
101726330,windows
40894,Sales
40894,Management
40894,Networking
40894,Building Relationships.
3283566,Oil and Gas Law
3283566,Mineral Rights
3283566,Oil and Gas Title Opinions
3283566,Oil and Gas Litigation
3283566,Mineral Transactions
3283566,Mineral Receiverships 
3283566,Royalty Interpleader Actions
3283566,Drilling Title Opinions
3283566,Division Order Title Opinions
3283566,Supplemental Title Opinions
3283566,Unitization Regulation
3283566,Energy Law
3283566,Oil and Gas Regulatory
3283566,Corporate Law
3283566,Upstream Energy
1070686,Information Technology (IT)
1070686,Finance and Accounting
1070686,Engineering
1070686,Administrative and Professional
1070686,Project Solutions and Delivery
1070686,Cloud Migrations
1070686,Hardware Moves
1070686,Vender-Agnostic Solutions
1070686,SharePoint Development
1070686,Salesforce Implementations
1070686,Government Services
36676,Business Applications Development
36676,Administration and Support
36676,Business Intelligence
36676,Database Development & Administration
36676,Data Warehousing
36676,Network Infrastructure | Engineering and Security
36676,Portal Architecture and Development
36676,Project Management
36676,Staffing
1670,Sales
1670,Marketing
1670,Finance & Accounting
1670,Decision Science & Analytics
1670,Customer Service
1670,Information Technology
9511,Real Estate
9511,Education
9511,Healthcare
9511,County and Municipal Governments
9511,Airports and Port Authorities
9511,Transit & Rail
9511,Federal Government
9511,Planning
9511,Civil Engineering
9511,Landscape Architecture
9511,Structural Engineering
9511,Design-Build
9511,Environmental
9511,Energy
9511,Transportation
71350,Staffing
71350,Projects Outsourcing
71350,Offshore Delivery Centers
71350,Product Development
71350,recruiting
71350,recruitment
9463631,Software Company
9463631,CMMI Level 3
9463631,ISO certification
9463631,HUBZone
9463631,SBA
19022,Digital Transaction Management
19022,Workflow Automation
19022,Electronic Signature Solutions
19022,Contract Lifecycle Management
19022,System of Agreement
19022,Work of Your Life
19022,Real Estate Tech
19022,FinTech
19022,HRTech
19022,LegalTech
19022,AI
19022,Contract Management
19022,Online Notary
19022,Contract Analytics
19022,Digital Signature
19022,Electronic Signature
19022,Remote Signing
19022,Digital Mortgage
19022,Digital Onboarding
19022,contract management
19022,remote online notarization
19022,identity verification
19022,Contract AI
906633,Staffing Cloud Service Providers
906633,Staffing Managed Service Providers
906633,Staffing Data Centers
906633,Scaling MSPs
221519,Right of Way Land Acquisition
221519,GIS Integration & Digital Mapping
221519,Due Diligence
221519,Relocation
221519,Project Planning & Strategy
221519,Brokerage Services
221519,Construction Support
221519,Title Research
221519,Asset Management via CLSLiNK / Land Data Management
221519,Siting and Routing
11420962,Agricultural Nutrients
11420962, Agricultural Distribution
11420962,Potash Production
11420962,Nitrogen Production
11420962,Phosphate Production
11420962,Manufacturing
11420962,Crop Production Services
11420962,Precision Agriculture
11779403,event registration
11779403,event websites
11779403,abstracts
11779403,email marketing
11779403,mobile apps
11779403,wearables
11779403,event analytics
11779403,surveys
11779403,meetings management
11779403,venue sourcing
11779403,onsite event services
11779403,floor plan management
11779403,badging
11779403,lead retrieval
11779403,project management
11779403,virtual events
11779403,event management
1210593,Multi-Channel Retailer
1210593,All-Inclusive Team Sports Distributor
1210593,Custom Embroidery/Screen Printing
1210593,Branding Solutions
6460,Network Security
6460,Enterprise Firewall
6460,Firewall
6460,Intrusion Prevention System (IPS)
6460,VPN
6460,Antivirus
6460,Email security
6460,Web filtering and Web Security Gateway
6460,Antispam
6460,Application Control and Visibility
6460,Next Generation Firewall (NGFW)
6460,network firewall
6460,threat research
6460,threat intelligence
6460,artificial intelligence
6460,cloud security
6460,SASE
6460,SIEM
6460,SD-WAN
6460,Zero Trust Access
6460,Cybersecurity Training
6460,Cybersecurity Certification
6460,Switching
6460,Wireless
6460,Endpoint security
6460,SOAR
6460,Deception Security
6460,Sandboxing
6460,EDR
6460,XDR
6460,UEBA
6460,DDoS protection
6460,Threat Research
936584,Retail
936584,Automotive Aftermarket
936584,Franchising
15357,Digital Arts
15357,Hardware Creation
15357,Programming
15357,Cyber Security
15357,Game Studies
15357,Robotics
15357,technology education
15357,network security
15357,software development
15357,digital maker
15357,digital fabrication
15357,digital business development
15357,entrepreneurship
14592418,Pitchbooks and Presentations
14592418,Creative and Graphic Design
14592418,Business Information Services (BIS)
14592418,CRM and Data Management
14592418,Digital Mail
14592418,Mailroom Services
14592418,Reprographics
14592418,Information Governance
14592418,Records Management
14592418,Colleague Experience Management
14592418,Reception and Hospitality
14592418,Secretarial Support
14592418,Administrative Services
14592418,Document Word Processing
14592418,e-Billing
14592418,Accounts Payable
14592418,Procurement Support
14592418,Publications and Subscriptions Management
1682895,Janitorial
1682895,Facilities Maintenance
1682895,Hotel Maintenance and Janitorial
1682895,Technical Trade Services
1682895,Event Support Services
1682895,Food and Beverage Cleaning
1682895,Energy Management
44960,Inflatable Void Fill & Cushioning Systems
44960,Engineered Foam
44960,Air Cushioning
44960,Sheet Foam
44960,Customized Delivery Systems
44960,Mailers
44960,Foam-in-place systems
44960,Paper Packaging System
44960,Surface Protection Film
44960,Field Technical Service
44960,Cohesive Packaging Solutions
44960,Sustainable Mailers
44960,Flexible Films
44960,Converting
44960,Paper
3178,tenant representation
3178,real estate
3178,property
3178,financial services
3178,investment
3178,corporate solutions
3178,capital markets
3178,outsourcing
3178,commercial property
3178,sustainability
166716,Healthcare Oncology Pharmacy
229786,Neuroscience/Central Nervous System Clinical Research
229786,Rare Disease Clinical Research
229786,Oncology - Solid Tumors Clinical Research
229786,General Medicine Clinical Research
229786,Cardiovascular and Metabolic Clinical Research
229786,Rare Disease
229786,Early Phase 
229786,Clinical Trials
92489,Managed IT Services
92489,Unified Communications
92489,Office Imaging Products
92489,Managed Print services
92489,Document Workflow and Imaging
92489,Certified Microsoft Training
92489,Voice Recognition
92489,Transcription Services
92489,"Document Capture, Storage and Retrival"
5998,agriculture
5998,arts & sciences
5998,business & economics
5998,communications & information studies
5998,dentistry
5998,design
5998,education
5998,engineering
5998,fine arts
5998,health sciences
5998,law
5998,medicine
5998,nursing
5998,pharmacy
5998,public health
5998,research
5998,social work
5998,graduate school
5998,diplomacy
19784,Pharmaceutical Packaging Systems
19784,Pharmaceutical Delivery Systems
15233663,Employment
15233663,Workforce
15233663,Labor
15233663,Apprenticeship
15233663,Resume
15233663,Unemployment
15233663,Job Services
148877,Medical Device Development
148877,Computer Software
148877,Medical Device Software
148877,Medical Device Electronics
148877,Medical Device Design & Manufacturing 
148877,FDA Registered Contract Manufacturer 
148877,Device Service
148877,Device Testing
148877,RF Energy Expertise 
148877,Medical Device Assembly Production 
148877,Validation & Verification
148877,Ablation 
148877,Electroporation 
148877,Microwave Ablation 
148877,Platform Technology 
148877,Design Transfer 
148877,Human Factors 
148877,Industrial Design
148877,US Manufacturing 
148877,Product Development 
148877,New Product Introduction 
148877,Feasibility Studies
148877,After-Market Services 
148877,Advantage Platforms™ 
148877,Leasable Platforms 
148877,MedTech Start-up Support 
148877,Life Cycle Support 
148877,Concept to Product Realization 
148877,OEM Partnership    
2816718,Wind Energy
2816718,Strategy
37268,Municipal Government
40783,Professional Staffing
40783,Technology Staffing Services
40783,Finance and Accounting Staffing Services
16690,Contingent Workforce Solutions
16690,Healthcare Staffing
16690,IT Staffing
16690,Application Development
16690,SOW
16690,Cloud Solutions
16690,Business Intelligence
16690,Learning Solutions
16690,Staffing
16690,Crowdsourcing Talent
16690,Referred Talent
16690,Talent Acquisition
16690,Tech Staffing
102989,Software Development
102989,Project Management
102989,Business Analysis
102989,Information Technology and Services
102989,IT Consulting
14352,Temporary Staffing
14352,Contract Staffing
14352,Temp-to-Perm
14352,Direct Hire
14352,Executive Search
14352,Retained Search
14352,Contingent Search
14352,Accounting
14352,Financial Services
14352,Administrative
14352,Clinical Research
14352,Creative
14352,Marketing
14352,Fashion
14352,Beauty
14352,Healthcare
14352,Human Resources
14352,Hospitality
14352,Legal
14352,Technology
14352,Engineering
1311272,College health
1311272,Primary healthcare
1311272,Mental health counseling
1311272,Public health prevention
1281852,Software Development
3140,housing
3140,finance
3140,compliance
3140,risk management
3140,economics
315817,Solid Waste Collection
315817,Recycling and Disposal Services
315817,Environmental Services
315817,Emergency and Rapid Response
315817,Excavation
315817,Chemical disposal
315817,Drum management
315817,Lab pack
315817,Remediation
315817,Tank Cleaning
315817,Chemical cleaning
315817,Industrial Waste Water
1072429,Direct Hire Services
1072429,Program Recruiting
1072429,IT Business Solutions
1072429,Other Offshore Services
1072429,Talent Acquisition
1072429,IT Consulting Services
1072429,Staffing Services
1072429,Enterprise IT Services
1072429,Web Solution Services
1072429,Project Management
1552579,Silica Sand
75756975,Tax Debt Relief
75756975,IRS Fresh Start Program
75756975,Tax Resolution
75756975,IRS Tax Representation
75756975,Financial Freedom
11695207,Payments
11695207,Software
11695207,M&A
11695207,Technology
162536,Personal Banking
162536,Business Banking
162536,Mortgage and Personal Loans
162536,Commercial Loans
5140,IT Consulting
5140,Technology and Outsourcing Services
5140,Application Maintenance
5140,Development
5140,Systems Integration
5140,Digital Transformation
5140,Digital Engineering
5140,Cloud Transformation
5140,Emerging Technology
108854,Land  and Energy Surveying
108854,Aerial Mapping & LiDAR
108854,Civil Engineering
108854,Energy Engineering
108854,Solar Electrical Engineering
108854,Transportation Engineering
108854,Environmental Permitting
108854,Planning
108854,Landscape Architecture
108854,GIS
108854,Construction Management
108854,Transmission Engineering
108854,Distribution Engineering
108854,Substation Engineering
108854,Electrical Engineering
108854,Geotechnical & Structural Engineering 
2227,Pharmaceuticals
2227,Insulin
2227,obesity
2227,Rare Diseases
2227,Diabetes
84954827,Data Science & Analytics
84954827,IT Applications & Maintenance
84954827,Infrastructure Services
84954827,Cloud Services
84954827,Datawarehouse Services
84954827,Information Security
84954827,Artificial intelligence
84954827,DevOps
11553420,IT Staffing
11553420,Engineering Staffing
11553420,Professional Staffing
11553420,Custom Software Development
11553420,Light Industrial Staffing
11553420,Diversity Assessment Tool
11553420,Scientific Staffing
11553420,Clinical Staffing
1415,Business consulting
1415,Systems integration
1415,Intellectual property
1415,Managed IT
1415,Business process services
1415,Digital transformation
1415,Emerging technology
1415,information technology
78653,Temporary
78653,Contract
78653,Temp-To-Hire and Direct Hire Staffing Solutions
78653,Staffing
78653,Recruiting
38951,Career Programs USA
38951,Job Opportunities WorldWide
38951,Hospitality Industry
1512982,Hotel Management
1512982,Hotel Development
1512982,Hospitality Consulting
1512982,Restaurant Management
33269,Distribution and Warehousing
1431241,Health Economics and Outcomes Research
1431241,HTA Preparation
1431241,Health Technology Assessment
1431241,Evidence Synthesis
1431241,RWE
1431241,Real World Evidence
1431241,Mixed Methods Observational Research
1431241,Predictive Modeling
1431241,Value Demonstration Strategies
35462987,SOC 2
35462987,ISO 27001
35462987,HIPAA
35462987,PCI
35462987,GDPR
35462987,Compliance Automation
1687254,"Appliance parts, appliance service"
1687254,"Selling home appliances to builders, remodelers, building distributors"
1687254,Solutions for all home appliances needs
1687254,Specifying home appliances for designers and architects
932766,Cardiac Care
932766,Orthopedic Surgery
932766,Vascular Services
932766,Robotic Sugery
932766,Wound Care
932766,Dialysis Services
932766,Home Care & Magnet Hospital
932766,Stroke
932766,Cardiology
932766,Orthopedics
932766,Emergency Services
932766,Cancer
932766,Oncology
932766,Diabetes Care
932766,OB/GYN
932766,Maternity Care
932766,Nursing
932766,Nursing College
932766,LPN
932766,RN
932766,General Surgery
10341654,flexible packaging
10341654,sustainable packaging
10341654,packaging
19076380,Construction
19076380,Architecture
19076380,Engineering
19076380,Mechanical
19076380,Electrical
19076380,Plumbing
19076380,Recruiting
3248626,Web security
3248626,Vulnerability management
3248626,Application security
3248626,Web Application Security
3248626,Mobile Application Security
3248626,API Security
3248626,pentesting
3248626,pentesting as a service
1257837,Wholesale data center developer
1257837,Green data centers
1257837,Advanced electrical and mechanical designs
1257837,Dedicated substations
66932,green business
35074,Professional Recruiting
35074,Industrial and Administrative Staffing
35074,Outsourcing Solutions
35074,Human Resource Services
35074,Staffing
35074,Value Stream Support
1539,customer experience
1539,BSS
1539,OSS
1539,CRM
1539,"network planning, optimization and control"
1539,outsourcing
1539,digital services
1539,customer management
1539,ordering
1539,big data analytics
1539,network functions virtualization
1539,mobile financial services
1539,managed services
4411,Ship Classification
4411,Risk management & technical advisory services
4411,Certification & Verification
4411,Oil & Gas
4411,Technology Qualification and testing
4411,Maritime
4411,Business Assurance
4411,Energy
4411,Software solutions
4411,Sustainability
67146614,Construction Management
67146614,Geotechnical Engineering
67146614,Geohazard Analysis
67146614,Materials Testing
67146614,Construction Inspections
67146614,Transportation
13285,Level I Trauma Center
13285,Burn Center
13285,Neonatal Intensive Care
13285,Community Oriented Primary Care
13285,Spinal Cord Injuries
13285,Endocrinology
13285,Epilepsy Center
13285,Cardiology
13285,Oncology
13285,Women's and Children's Services
13285,Gastroenterology Lab
13285,Orthopedics
13285,Correctional Health
37857,Fire and Emergency
33185140,Construction Recruitment
33185140,Light Industrial Staffing
33185140,Industrial Construction
33185140,Renewable Energy Construction
33185140,Trade Labor Employment
33185140,Industrial Recruitment
33185140,Skilled Labor Staffing
33185140,DFW Staffing
33185140,OSHA Compliant Safety Training
33185140,Recruiting & Staffing for Commercial
33185140,Electrical Jobs
33185140,Mechanical Jobs
33185140,Skilled Labor Trades
33185140,Job Agency
33185140,Manufacturing Jobs 
33185140,Workforce Solutions
33185140,Workforce Management
33185140,Construction Staffing 
33185140,Commercial Construction Jobs
166632,Bachelor's
166632,Masters
166632,Doctoral Programs
166632,Research
5410,Specialty Retail
5410,Apparel
5410,Fashion
5410,Retail
5410,Lifestyle Brand
50625,Electronic health records
50625,EHR
50625,EMR
50625,long-term care
50625,software
50625,SaaS
50625,nursing homes
50625,eMAR
50625,Point of Care
50625,health information platform
163828,Retail Banking
163828,Commercial Banking
163828,Wealth Management
163828,Brokerage Services
163828,Insurance
163828,Mortgage
163828,Business Banking
163828,Private Banking
19241,Information Technology
19241,staffing
19241,recruiting
19241,bio-it
19241,bio-tech
19241,bio-technology
19241,IT
19241,healthcare
19241,life science
19241,retail
19241,financial services
19241,banking
19241,insurance
19241,talent
19241,talent acquisition
19241,recruiter
19241,recruiting services
19241,payroll
5697,workplace rights
5697,health and safety
5697,employee benefits
5697,job training and skills
5697,apprenticeship
5697,retirement
5697,wages
5697,labor law
5697,employer resources
5697,workers
5697,employers
5697,worker safety
5697,enforcement
5697,compliance assistance
5697,federal contractors
5697,Fair Labor Standards Act
5697,Family and Medical Leave Act
5697,Registered Apprenticeship
5697,skills training
5697,career information
5697,jobs
5697,economic data
5697,jobs data
5697,employment
5697,unemployment
5697,unemployment insurance
5697,health benefits
5697,equity
5697,workplace equity
5697,labor force
5697,ERISA
5697,workers' comp
5697,workers compensation
5697,mining
5697,mine safety
5697,federal employees
5697,unions
5697,LMRDA
5697,OSH Act
5697,veterans
5697,veteran employment
5697,minimum wage
2978540,Weather
2978540,Emergency Management
2978540,Lightning Alerts
2978540,Outdoor Warning Systems
2978540,Weather Stations
2978540,Financial Analysis
2978540,Weather Consulting
2978540,Outdoor Safety
2978540,Lightning Warning
2978540,Weather Notifications
2978540,Severe Weather
2978540,Golf
2978540,Athletics
2978540,Oil & Gas
2978540,Parks & Recreation
2978540,Special Events
2978540,Weather Warnings
15080647,immuno-oncology
6738,neurosurgery
6738,pediatrics
6738,emergency medicine
6738,cardiothoracic surgery
6738,cancer services
6738,sports medicine
6738,internal medicine
6738,orthopaedics
6738,heart and vascular
65278424,Recruiting
65278424,Talent
65278424,Hiring
65278424,Full Stack Development
65278424,Big Data Talent
65278424,Cloud Technology Talent
65278424,Workforce Experts
65278424,Talent Curation
65278424,Talent Vetting & Talent Assessment
65278424,Direct Sourcing
65278424,Talent Pool Technology
65278424,Full Time Work
65278424,Contract Work
65278424,Contract to Hire Work
65278424,Statement of Work
65278424,Payroll and Employer of Record Services
65278424,IC Compliance Services
65278424,"Early Pay, Capital and Liquidity Services"
65278424,Recruitment Process Outsourcing
65278424,Managed Staffing Program Support
1621615,Business Process Outsourcing
1621615,Materials
1621615,Food & Beverages
1621615,Chemicals
1621615,Technology
1621615,Digitization
1621615,eCommerce
1621615,Innovation
1621615,Distribution
3715929,healthcare
3715929,home health
3715929,Hospice
3715929,Behavioral Health
3715929,Hospital
3715929,Rehab
3715929,BCBA
3715929,ABA
3715929,Mental Health
21273,Hospital Medicine
21273,Emergency Medicine
21273,Anesthesia
21273,Critical Care
21273,Value-Based Care
21273,Physician Advisory Services
21273,Telemedicine
10378739,Carpet Cleaning
10378739,Blinds
10378739,Window Cleaning
10378739,Gutters
10378739,Tile & Grout
10378739,Chandeliers
10378739,Air Duct cleaning
10378739,Dryer Vent cleaning
3223482,Insurance
3223482,Property and Casualty
3223482,Employee Benefits
3223482,Personal Lines
3223482,Select Commercial
30324,Enterprise Applications
30324,Mobility / Collaboration
30324,Big Data / Business Intelligence
30324,Cloud Solutions
30324,Quality Assurance
30324,Web Solutions
30324,Digital Transformation
30324,Product Engineering
30324,talent solutions
30324,Technology Solutions
30324,Digital Product Engineering
30324,Digital Enterprise
30324,Snowflake
30324,Oracle NetSuite
30324,Apigee
30324,Digital Integration
30324,Data Management & Analytics
30324,Digital Assurance
30324,Extended Engineering Services 
30324,AI/ML
30324,Business Process Automation
30324,TIBCO
30324,salesforce
30324,artificial intelligence
81560130,Holistic Neighborhood Revitilization
81560130,Urban Farming
81560130,Non-Profit Grocery Stores
81560130,Community Revitilization
81560130,Youth Development
81560130,Pay-It-Forward Cafe
81560130,Tool Library
1658,Research
1658,Patient Services
1658,Technology
1658,Pediatrics
1658,Hospital
1658,Innovation
18506580,nursing
18506580,allied health
18506580,therapy
18506580,recruitment
18506580,employment
18506580,staffing
6592912,Medical Sales
6592912,B2B
6592912,Software Sales
6592912,Sales
6592912,Medical Device
6592912,Recruiting
6592912,Staffing
6560,Biomaterials
6560,Paper Packaging
6560,Print Papers
6560,Release Papers
6560,Dissolving Pulp
6560,Packaging Papers
6560,Casting and Release Papers
6560,Speciality Papers
6560,Forestry
6560,Innovation
6560,Paper
6560,Pulp
6560,Graphic Papers
6560,Functional Paper Packaging
6560,Label Papers
